723890,"""SCL CHILE""",CA,-4,-33.456,-70.661,547
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code)
22/04/2001,19:00,13,1415,9,1,13,0,1,9,9,1,13,1700,1,13,0,1,9,1700,1,13,530,1,21,4,A,7,4,A,7,19.1,A,7,16.2,A,7,83,A,7,954,A,7,200,A,7,6.2,A,7,32200,A,7,77777,A,7,1.1,E,8,0.232,F,8,-9900,?,0,-9900,-9900,?,0
22/04/2001,20:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,5,A,7,5,A,7,17.5,A,7,15.5,A,7,88,A,7,954,A,7,300,A,7,6.2,A,7,24100,A,7,77777,A,7,1.6,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
22/04/2001,21:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,7,A,7,7,A,7,16.2,A,7,15,A,7,93,A,7,954,A,7,310,A,7,7.7,A,7,24100,A,7,2440,A,7,1.6,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
22/04/2001,22:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,A,7,3,A,7,15,A,7,14.3,A,7,95,A,7,953,A,7,330,A,7,4.1,A,7,24100,A,7,77777,A,7,1.6,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
22/04/2001,23:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,14.2,A,7,13.7,A,7,97,A,7,953,A,7,10,A,7,1.5,A,7,24100,A,7,77777,A,7,1.7,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
22/04/2001,00:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,13.7,A,7,13.2,A,7,97,A,7,952,A,7,0,A,7,0,A,7,24100,A,7,77777,A,7,1.7,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
23/04/2001,01:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,A,7,2,A,7,11.4,A,7,11.3,A,7,100,A,7,952,A,7,270,A,7,2.1,A,7,24100,A,7,77777,A,7,1.7,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
23/04/2001,02:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,A,7,3,A,7,10.9,A,7,10.9,A,7,100,A,7,952,A,7,60,A,7,1.5,A,7,24100,A,7,77777,A,7,1.6,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
23/04/2001,03:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,6,A,7,6,A,7,10.4,A,7,10.4,A,7,100,A,7,951,A,7,130,A,7,1.5,A,7,24100,A,7,910,A,7,1.6,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
23/04/2001,04:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,6,A,7,6,A,7,10.1,A,7,10.1,A,7,100,A,7,951,A,7,240,A,7,2.1,A,7,24100,A,7,1400,A,7,1.6,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
23/04/2001,05:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,3,A,7,3,A,7,9.7,A,7,9.6,A,7,99,A,7,951,A,7,90,A,7,3.1,A,7,24100,A,7,77777,A,7,1.7,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
23/04/2001,06:00,0,0,0,1,13,0,1,9,0,1,13,3600,1,13,2600,1,9,3400,1,13,600,1,21,9,A,7,3,A,7,9.4,A,7,9.3,A,7,99,A,7,951,A,7,140,A,7,2.6,A,7,24100,A,7,77777,A,7,1.5,E,8,0.065,F,8,-9900,?,0,-9900,-9900,?,0
23/04/2001,07:00,0,0,0,1,13,0,1,9,0,1,13,16900,1,13,34500,1,9,8600,1,13,1140,1,21,3,A,7,1,A,7,8.1,A,7,7.2,A,7,94,A,7,949,A,7,140,A,7,3.1,A,7,24100,A,7,77777,A,7,1.6,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
23/04/2001,08:00,0,0,0,1,13,0,1,9,0,1,13,40600,1,13,64500,1,9,12400,1,13,1940,1,21,1,A,7,1,A,7,8.9,A,7,7.7,A,7,92,A,7,949,A,7,150,A,7,3.6,A,7,24100,A,7,77777,A,7,1.6,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
23/04/2001,09:00,168,1415,112,1,13,477,1,9,38,1,13,62000,1,13,77200,1,9,14600,1,13,2690,1,21,1,A,7,1,A,7,10.2,A,7,8.4,A,7,88,A,7,948,A,7,160,A,7,2.6,A,7,24100,A,7,77777,A,7,1.5,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
23/04/2001,10:00,444,1415,296,1,13,665,1,9,67,1,13,81300,1,13,84000,1,9,17800,1,13,4190,1,21,2,A,7,2,A,7,13,A,7,10.2,A,7,83,A,7,948,A,7,160,A,7,2.6,A,7,32200,A,7,77777,A,7,1.5,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
23/04/2001,11:00,688,1415,459,1,13,739,1,9,88,1,13,95800,1,13,87300,1,9,21100,1,13,6810,1,21,3,A,7,3,A,7,16.1,A,7,12.1,A,7,77,A,7,949,A,7,120,A,7,3.6,A,7,48300,A,7,77777,A,7,1.3,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
23/04/2001,12:00,870,1415,580,1,13,775,1,9,103,1,13,94100,1,13,61700,1,9,38200,1,13,19080,1,21,6,A,7,6,A,7,19.6,A,7,14,A,7,70,A,7,948,A,7,140,A,7,5.2,A,7,48300,A,7,1520,A,7,1.3,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
23/04/2001,13:00,974,1415,649,1,13,790,1,9,111,1,13,95900,1,13,73700,1,9,29300,1,13,13360,1,21,3,A,7,3,A,7,23.5,A,7,17.1,A,7,67,A,7,949,A,7,140,A,7,4.1,A,7,48300,A,7,77777,A,7,1.3,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
23/04/2001,14:00,990,1415,660,1,13,793,1,9,113,1,13,94700,1,13,88300,1,9,19700,1,13,6020,1,21,3,A,7,3,A,7,25,A,7,17.9,A,7,65,A,7,949,A,7,150,A,7,3.1,A,7,48300,A,7,77777,A,7,1,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
23/04/2001,15:00,918,1415,612,1,13,782,1,9,108,1,13,78800,1,13,78600,1,9,20300,1,13,5150,1,21,6,A,7,3,A,7,25.9,A,7,18.7,A,7,65,A,7,949,A,7,160,A,7,2.6,A,7,48300,A,7,77777,A,7,1.1,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
23/04/2001,16:00,762,1415,508,1,13,754,1,9,95,1,13,54000,1,13,51400,1,9,23200,1,13,4940,1,21,7,A,7,5,A,7,25.3,A,7,18.4,A,7,66,A,7,949,A,7,200,A,7,1.5,A,7,32200,A,7,7620,A,7,1,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
23/04/2001,17:00,537,1415,358,1,13,696,1,9,76,1,13,34900,1,13,42900,1,9,16800,1,13,2910,1,21,7,A,7,5,A,7,24.2,A,7,18.1,A,7,69,A,7,949,A,7,210,A,7,2.1,A,7,32200,A,7,7620,A,7,0.8,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
23/04/2001,18:00,267,1415,178,1,13,565,1,9,50,1,13,16100,1,13,33200,1,9,8600,1,13,1130,1,21,6,A,7,2,A,7,22.6,A,7,17.8,A,7,74,A,7,949,A,7,140,A,7,3.1,A,7,48300,A,7,77777,A,7,0.9,E,8,0.065,F,8,-9900,?,0,-9900,-9900,?,0
23/04/2001,19:00,11,1415,8,1,13,0,1,9,8,1,13,2300,1,13,700,1,9,2200,1,13,480,1,21,6,A,7,2,A,7,20.6,A,7,18,A,7,85,A,7,949,A,7,130,A,7,2.6,A,7,32200,A,7,77777,A,7,0.9,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
23/04/2001,20:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,A,7,1,A,7,18.6,A,7,16.8,A,7,89,A,7,949,A,7,200,A,7,8.8,A,7,24100,A,7,77777,A,7,1.1,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
23/04/2001,21:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,16.9,A,7,15.7,A,7,93,A,7,949,A,7,320,A,7,6.7,A,7,24100,A,7,77777,A,7,1.1,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
23/04/2001,22:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,15.1,A,7,14.4,A,7,96,A,7,949,A,7,320,A,7,7.7,A,7,24100,A,7,77777,A,7,1.1,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
23/04/2001,23:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,13.8,A,7,13.3,A,7,97,A,7,949,A,7,320,A,7,7.2,A,7,24100,A,7,77777,A,7,1.1,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
23/04/2001,00:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,12.7,A,7,12.2,A,7,97,A,7,948,A,7,330,A,7,7.2,A,7,24100,A,7,77777,A,7,1.1,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
24/04/2001,01:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,11.7,A,7,11.3,A,7,98,A,7,949,A,7,310,A,7,4.1,A,7,24100,A,7,77777,A,7,1.1,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
24/04/2001,02:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,10.7,A,7,10.3,A,7,98,A,7,949,A,7,300,A,7,2.6,A,7,24100,A,7,77777,A,7,1.1,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
24/04/2001,03:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,9.6,A,7,9.2,A,7,98,A,7,949,A,7,290,A,7,3.1,A,7,24100,A,7,77777,A,7,1.1,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
24/04/2001,04:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,8.6,A,7,8.2,A,7,97,A,7,949,A,7,300,A,7,2.1,A,7,24100,A,7,77777,A,7,1.1,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
24/04/2001,05:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,6,A,7,4,A,7,7.6,A,7,7.2,A,7,97,A,7,950,A,7,330,A,7,1.5,A,7,32200,A,7,6100,A,7,1.1,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
24/04/2001,06:00,0,0,0,1,13,0,1,9,0,1,13,2700,1,13,1300,1,9,2600,1,13,550,1,21,10,A,7,8,A,7,6.6,A,7,6.2,A,7,97,A,7,950,A,7,0,A,7,0,A,7,48300,A,7,4270,A,7,1.1,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
24/04/2001,07:00,0,0,0,1,13,0,1,9,0,1,13,12700,1,13,10600,1,9,10100,1,13,1880,1,21,8,A,7,6,A,7,5.8,A,7,5.8,A,7,100,A,7,951,A,7,70,A,7,2.6,A,7,48300,A,7,4270,A,7,1.2,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
24/04/2001,08:00,0,0,0,1,13,0,1,9,0,1,13,37800,1,13,52600,1,9,14600,1,13,2430,1,21,5,A,7,2,A,7,6.6,A,7,6.6,A,7,100,A,7,952,A,7,320,A,7,4.1,A,7,48300,A,7,77777,A,7,1.2,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
24/04/2001,09:00,163,1415,108,1,13,453,1,9,39,1,13,64000,1,13,74900,1,9,17900,1,13,3620,1,21,7,A,7,1,A,7,8,A,7,7.5,A,7,97,A,7,952,A,7,260,A,7,3.1,A,7,48300,A,7,77777,A,7,1.2,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
24/04/2001,10:00,440,1415,293,1,13,651,1,9,71,1,13,78300,1,13,58200,1,9,34100,1,13,10390,1,21,9,A,7,1,A,7,10.8,A,7,9.4,A,7,91,A,7,952,A,7,290,A,7,2.1,A,7,48300,A,7,77777,A,7,1.2,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
24/04/2001,11:00,687,1415,458,1,13,730,1,9,95,1,13,95900,1,13,81900,1,9,25600,1,13,9220,1,21,8,A,7,1,A,7,14,A,7,11.3,A,7,84,A,7,952,A,7,290,A,7,4.6,A,7,48300,A,7,77777,A,7,1.2,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
24/04/2001,12:00,872,1415,581,1,9,768,1,9,111,1,13,94900,1,9,87100,1,9,15700,1,13,5840,1,18,6,A,7,1,A,7,17.4,A,7,13.1,A,7,76,A,7,952,A,7,290,A,7,4.6,A,7,48300,A,7,77777,A,7,1.1,E,8,0.05,F,8,-9900,?,0,-9900,-9900,?,0
24/04/2001,13:00,977,1415,652,1,9,785,1,9,120,1,13,97300,1,9,91500,1,9,14400,1,13,5290,1,18,3,A,7,0,A,7,20.1,A,7,14.3,A,7,70,A,7,951,A,7,270,A,7,4.6,A,7,48300,A,7,77777,A,7,1.1,E,8,0.05,F,8,-9900,?,0,-9900,-9900,?,0
24/04/2001,14:00,993,1415,662,1,9,787,1,9,122,1,13,93400,1,9,94800,1,9,12700,1,13,3610,1,18,1,A,7,0,A,7,21.9,A,7,15.4,A,7,67,A,7,951,A,7,360,A,7,5.2,A,7,48300,A,7,77777,A,7,1.1,E,8,0.05,F,8,-9900,?,0,-9900,-9900,?,0
24/04/2001,15:00,918,1415,612,1,13,775,1,9,116,1,13,82300,1,13,88200,1,9,16400,1,13,3640,1,21,0,A,7,0,A,7,23.3,A,7,16.7,A,7,66,A,7,951,A,7,320,A,7,6.7,A,7,48300,A,7,77777,A,7,1.1,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
24/04/2001,16:00,759,1415,506,1,13,744,1,9,102,1,13,62100,1,13,80800,1,9,13600,1,13,2420,1,21,0,A,7,0,A,7,23,A,7,16.4,A,7,66,A,7,951,A,7,290,A,7,3.6,A,7,48300,A,7,77777,A,7,1.2,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
24/04/2001,17:00,531,1415,354,1,13,682,1,9,81,1,13,40100,1,13,68200,1,9,11200,1,13,1650,1,21,0,A,7,0,A,7,22.3,A,7,16.2,A,7,69,A,7,951,A,7,300,A,7,5.2,A,7,48300,A,7,77777,A,7,1.1,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
24/04/2001,18:00,259,1415,173,1,13,542,1,9,53,1,13,16600,1,13,38800,1,9,7800,1,13,950,1,21,0,A,7,0,A,7,21.2,A,7,16.1,A,7,73,A,7,952,A,7,310,A,7,8.2,A,7,48300,A,7,77777,A,7,1.1,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
24/04/2001,19:00,10,1415,7,1,13,0,1,9,7,1,13,2600,1,13,2600,1,9,2400,1,13,330,1,21,0,A,7,0,A,7,18,A,7,14.6,A,7,80,A,7,952,A,7,320,A,7,5.2,A,7,48300,A,7,77777,A,7,1.1,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
24/04/2001,20:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,16.2,A,7,13.6,A,7,85,A,7,953,A,7,310,A,7,5.7,A,7,24100,A,7,77777,A,7,1.1,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
24/04/2001,21:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,14.7,A,7,12.8,A,7,88,A,7,953,A,7,320,A,7,5.2,A,7,24100,A,7,77777,A,7,1.1,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
24/04/2001,22:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,13.6,A,7,12.2,A,7,91,A,7,953,A,7,330,A,7,3.1,A,7,24100,A,7,77777,A,7,1.2,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
24/04/2001,23:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,12.8,A,7,11.6,A,7,93,A,7,953,A,7,300,A,7,3.6,A,7,24100,A,7,77777,A,7,1.2,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
24/04/2001,00:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,12.4,A,7,11.3,A,7,93,A,7,953,A,7,10,A,7,2.6,A,7,24100,A,7,77777,A,7,1.2,E,8,0.11,F,8,-9900,?,0,-9900,-9900,?,0
25/04/2001,01:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,10.7,A,7,10.4,A,7,98,A,7,953,A,7,290,A,7,3.1,A,7,24100,A,7,77777,A,7,1.2,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
25/04/2001,02:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,10.1,A,7,9.8,A,7,98,A,7,954,A,7,300,A,7,3.6,A,7,24100,A,7,77777,A,7,1.3,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
25/04/2001,03:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,6,A,7,6,A,7,9.5,A,7,9.3,A,7,99,A,7,954,A,7,290,A,7,3.6,A,7,24100,A,7,3660,A,7,1.3,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
25/04/2001,04:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,8.9,A,7,8.6,A,7,98,A,7,954,A,7,290,A,7,2.6,A,7,24100,A,7,3960,A,7,1.3,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
25/04/2001,05:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,9,A,7,8.2,A,7,7.9,A,7,98,A,7,954,A,7,330,A,7,2.1,A,7,32200,A,7,3960,A,7,1.3,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
25/04/2001,06:00,0,0,0,1,13,0,1,9,0,1,13,2300,1,13,500,1,9,2200,1,13,490,1,21,10,A,7,9,A,7,7.5,A,7,7.1,A,7,97,A,7,954,A,7,240,A,7,2.1,A,7,48300,A,7,3350,A,7,1.3,E,8,0.058,F,8,-9900,?,0,-9900,-9900,?,0
25/04/2001,07:00,0,0,0,1,13,0,1,9,0,1,13,12200,1,13,7900,1,9,10300,1,13,1950,1,21,10,A,7,10,A,7,8.9,A,7,7.9,A,7,93,A,7,954,A,7,330,A,7,2.6,A,7,48300,A,7,3350,A,7,1.3,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
25/04/2001,08:00,0,0,0,1,13,0,1,9,0,1,13,27600,1,13,15500,1,9,20700,1,13,4440,1,21,10,A,7,8,A,7,9.6,A,7,8.2,A,7,91,A,7,953,A,7,120,A,7,2.1,A,7,48300,A,7,3660,A,7,1.4,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
25/04/2001,09:00,155,1415,104,1,13,429,1,9,39,1,13,59400,1,13,54300,1,9,25800,1,13,5840,1,21,9,A,7,3,A,7,10.8,A,7,8.7,A,7,87,A,7,953,A,7,330,A,7,1.5,A,7,48300,A,7,77777,A,7,1.3,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
25/04/2001,10:00,428,1415,285,1,13,632,1,9,72,1,13,65700,1,13,40000,1,9,35200,1,13,10330,1,21,10,A,7,9,A,7,13.5,A,7,10.4,A,7,82,A,7,953,A,7,270,A,7,1.5,A,7,48300,A,7,3660,A,7,1.3,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
25/04/2001,11:00,672,1415,448,1,13,714,1,9,95,1,13,78200,1,13,34800,1,9,48300,1,13,19350,1,21,9,A,7,9,A,7,16.5,A,7,12.1,A,7,75,A,7,953,A,7,230,A,7,3.1,A,7,48300,A,7,3660,A,7,1.3,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
25/04/2001,12:00,854,1415,569,1,13,753,1,9,111,1,13,83700,1,13,44500,1,9,43100,1,13,23250,1,21,9,A,7,7,A,7,19.9,A,7,13.8,A,7,68,A,7,952,A,7,360,A,7,1.5,A,7,48300,A,7,7620,A,7,1.3,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
25/04/2001,13:00,957,1415,638,1,13,770,1,9,120,1,13,81600,1,13,40100,1,9,45200,1,13,21060,1,21,9,A,7,8,A,7,23.6,A,7,15.8,A,7,62,A,7,952,A,7,20,A,7,3.6,A,7,48300,A,7,3660,A,7,1.3,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
25/04/2001,14:00,973,1415,648,1,13,773,1,9,121,1,13,74100,1,13,37300,1,9,42200,1,13,15940,1,21,10,A,7,9,A,7,25.3,A,7,16.7,A,7,59,A,7,951,A,7,340,A,7,2.6,A,7,48300,A,7,7620,A,7,1.3,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
25/04/2001,15:00,899,1415,599,1,13,761,1,9,115,1,13,39200,1,13,13000,1,9,29400,1,13,8460,1,21,10,A,7,10,A,7,26.5,A,7,17.7,A,7,59,A,7,951,A,7,300,A,7,3.1,A,7,48300,A,7,3050,A,7,1.3,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
25/04/2001,16:00,743,1415,495,1,13,731,1,9,101,1,13,34000,1,13,6100,1,9,30300,1,13,8770,1,21,10,A,7,10,A,7,26.1,A,7,17.6,A,7,59,A,7,951,A,7,350,A,7,3.1,A,7,48300,A,7,3050,A,7,1.3,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
25/04/2001,17:00,517,1415,345,1,9,668,1,9,80,1,13,13700,1,9,100,1,9,13600,1,13,4930,1,18,10,A,7,10,A,7,25.1,A,7,17.5,A,7,63,A,7,950,A,7,330,A,7,5.2,A,7,48300,A,7,4270,A,7,1.2,E,8,0.058,F,8,-9900,?,0,-9900,-9900,?,0
25/04/2001,18:00,249,1415,166,1,13,526,1,9,52,1,13,5600,1,13,0,1,9,5600,1,13,1900,1,21,10,A,7,10,A,7,23.8,A,7,17.6,A,7,68,A,7,950,A,7,330,A,7,3.6,A,7,48300,A,7,3350,A,7,1.3,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
25/04/2001,19:00,8,1415,5,1,13,0,1,9,5,1,13,2100,1,13,0,1,9,2100,1,13,620,1,21,10,A,7,10,A,7,19.9,A,7,17.6,A,7,87,A,7,951,A,7,60,A,7,3.6,A,7,24100,A,7,3350,A,7,1.2,E,8,0.058,F,8,-9900,?,0,-9900,-9900,?,0
25/04/2001,20:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,18.2,A,7,16.9,A,7,92,A,7,950,A,7,30,A,7,4.6,A,7,24100,A,7,2740,A,7,1.3,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
25/04/2001,21:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,16.7,A,7,16.2,A,7,97,A,7,950,A,7,180,A,7,2.6,A,7,24100,A,7,3350,A,7,1.4,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
25/04/2001,22:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,8,A,7,8,A,7,15.2,A,7,15.1,A,7,99,A,7,950,A,7,240,A,7,2.6,A,7,24100,A,7,3350,A,7,1.3,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
25/04/2001,23:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,14,A,7,14,A,7,100,A,7,950,A,7,290,A,7,3.1,A,7,24100,A,7,3960,A,7,1.3,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
25/04/2001,00:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,13.2,A,7,13.1,A,7,100,A,7,950,A,7,80,A,7,2.6,A,7,24100,A,7,3050,A,7,1.4,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
26/04/2001,01:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,11.2,A,7,10.9,A,7,98,A,7,951,A,7,90,A,7,1.5,A,7,24100,A,7,3050,A,7,1.4,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
26/04/2001,02:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,10.4,A,7,10.1,A,7,98,A,7,950,A,7,130,A,7,1.5,A,7,24100,A,7,3050,A,7,1.5,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
26/04/2001,03:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,9.6,A,7,9.3,A,7,98,A,7,950,A,7,110,A,7,2.1,A,7,24100,A,7,3050,A,7,1.6,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
26/04/2001,04:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,8.7,A,7,8.4,A,7,98,A,7,950,A,7,100,A,7,2.6,A,7,24100,A,7,3050,A,7,1.6,E,8,0.135,F,8,-9900,?,0,-9900,-9900,?,0
